inspection_date,premises_name,address,city,state,zip,state_id,establishment_type,final_score,grade,inspector_id
5/1/2026,ABBOTSWOOD ASSISTED LIVING DINING SERVICES,7900 CREEDMOOR RD,RALEIGH,NC,27613-4382,4092013354,1 - Restaurant,96,A,2918
5/1/2026,BOJANGLES # 2,4405 FALLS OF NEUSE RD,RALEIGH,NC,27609-6201,4092010069,1 - Restaurant,97.50,A,2802
5/1/2026,BUFFALO WILD WINGS #357,1300 VILLAGE MARKET PL,MORRISVILLE,NC,27560,4092016145,1 - Restaurant,96,A,2587
5/1/2026,DAN SUSHI HIBACHI,1313 N MAIN ST,FUQUAY-VARINA,NC,27526,4092017642,1 - Restaurant,97.50,A,2701
5/1/2026,EVERBOWL,7840 ALEXANDER PROMENADE PL SUITE 125,RALEIGH,NC,27617,4092019903,1 - Restaurant,99,A,2944
5/1/2026,HALAL PITA MEDITERRANEAN GRILL,"5260 CAPITAL BLVD, STE 101",RALEIGH,NC,27616,4092019763,1 - Restaurant,97.50,A,2178
5/1/2026,JERSEY MIKE'S SUBS #3269,6220 BATTLE BRIDGE RD STE 101,RALEIGH,NC,27610,4092019655,1 - Restaurant,98.50,A,1953
5/1/2026,LA CUCINA ITALIANA,524 N WEST ST,RALEIGH,NC,27603,4092019827,1 - Restaurant,94.50,A,2995
5/1/2026,LOWES FOODS #262 DELI/CHEESE,687 MILLS PARK DR,CARY,NC,27519,4092018535,1 - Restaurant,96,A,3092
5/1/2026,MAMACITA GATEWAY,950 GATEWAY COMMONS CIRCLE,WAKE FOREST,NC,27587,4092019759,1 - Restaurant,96.50,A,2293
5/1/2026,POOR BOY GENERAL STORE AND GRILL,5804 POOR BOY FARM RD,KNIGHTDALE,NC,27545,4092016180,1 - Restaurant,98,A,1953
5/1/2026,ROYAL INDIA RESTAURANT,3901-103 CAPITAL BLVD,RALEIGH,NC,27604,4092011117,1 - Restaurant,94,A,3006
5/1/2026,STARBUCKS #25115,180 CABELA DR,GARNER,NC,27529,4092017186,1 - Restaurant,98.50,A,2647
5/1/2026,SWEETGREEN,4158 MAIN AT NORTH HILLS ST SUITE 103,RALEIGH,NC,27609,4092019536,1 - Restaurant,97.50,A,2802
5/1/2026,TEN SECONDS,986 HIGH HOUSE RD,CARY,NC,27513,4092019168,1 - Restaurant,96,A,2945
4/30/2026,FIRST BAPTIST CHURCH,99 N SALISBURY ST,RALEIGH,NC,27603-1737,4092010262,1 - Restaurant,93.50,A,2995
4/30/2026,GOJI BISTRO,100 MAYNARD CROSSING CT,CARY,NC,27513,4092013453,1 - Restaurant,93,A,2945
4/30/2026,GOOD DAY GOOD NIGHT,603 W. MORGAN STREET,RALEIGH,NC,27603,4092019656,1 - Restaurant,93.50,A,2556
4/30/2026,HONG KONG CHINESE RESTAURANT,12287 CAPITAL BLVD,WAKE FOREST,NC,27587-6200,4092019341,1 - Restaurant,98.50,A,2293
4/30/2026,IRREGARDLESS CAFE,901 W MORGAN ST,RALEIGH,NC,27603-1511,4092018315,1 - Restaurant,91.50,A,2556
4/30/2026,KING CHINESE BUFFET,1029 E BROAD ST,FUQUAY-VARINA,NC,27526,4092016559,1 - Restaurant,98,A,2700
4/30/2026,MACK'S MART,7526 KNIGHTDALE BLVD E,KNIGHTDALE,NC,27545,4092013256,1 - Restaurant,99,A,2691
4/30/2026,MEZCALITO,1000 SOCIAL ST SUITE 140,RALEIGH,NC,27609,4092019970,1 - Restaurant,98.50,A,3006
4/30/2026,PANDA EXPRESS #2962,4215 WAKE FOREST RD,RALEIGH,NC,27609,4092017987,1 - Restaurant,97.50,A,2802
4/30/2026,POKE BURRI RALEIGH,6613 FALLS OF NEUSE RD,RALEIGH,NC,27615,4092017860,1 - Restaurant,97,A,2698
4/30/2026,SHEETZ #537,2408 DIXIE FOREST RD,RALEIGH,NC,27615,4092016619,1 - Restaurant,97,A,2178
4/30/2026,SHEETZ #540,4000 LUFKIN RD,APEX,NC,27539,4092016650,1 - Restaurant,99.50,A,2800
4/30/2026,STARBUCKS TARGET #1794,8651 BRIER CREEK PKY,RALEIGH,NC,27617,4092017811,1 - Restaurant,98,A,2944
4/30/2026,TACO BELL 042105,1101 MONCURE PL,APEX,NC,27523,4092019889,1 - Restaurant,99.50,A,3079
4/30/2026,TAQUERIA LA CABANA,3520 CAPITAL BLVD,RALEIGH,NC,27609,4092015882,1 - Restaurant,95,A,3006
4/30/2026,THAI TWIST,1408 HARDIMONT RD,RALEIGH,NC,27609,4092019475,1 - Restaurant,96.50,A,2802
4/30/2026,THE THIRSTY BUFFALO,211 S WILMINGTON STREET,RALEIGH,NC,27601,4092019538,1 - Restaurant,95,A,2556
4/29/2026,BISTRO 401 AT WAKE TECH,1636 GRADUATION WAY,RALEIGH,NC,27603,4092019738,1 - Restaurant,99.50,A,2091
4/29/2026,BRAVO'S MEXICAN GRILL,208 GRANDE HEIGHTS DR,CARY,NC,27513,4092015549,1 - Restaurant,97.50,A,2945
4/29/2026,BRIER CREEK BEER GARDEN,8521 BRIER CREEK PKY STE 101,RALEIGH,NC,27617,4092018920,1 - Restaurant,96.50,A,2944
4/29/2026,CAFE CAPISTRANO,"8471 GARVEY ST, STE 113",RALEIGH,NC,27616,4092017810,1 - Restaurant,94.50,A,2178
4/29/2026,CHAMPA THAI & SUSHI,8521 BRIER CREEK PKY STE 119,RALEIGH,NC,27617,4092018860,1 - Restaurant,97.50,A,2944
4/29/2026,CHINA WON,8109-109 FAYETTEVILLE RD,RALEIGH,NC,27603,4092017785,1 - Restaurant,95,A,2091
4/29/2026,CUP A JOE,2109 AVENT FERRY RD SUITE 142,RALEIGH,NC,27606-2137,4092011773,1 - Restaurant,97.50,A,3060
4/29/2026,GOOD TASTE CHINESE RESTAURANT,532 W GANNON AVE,ZEBULON,NC,27597,4092019152,1 - Restaurant,98.50,A,2691
4/29/2026,GYM TACOS 6,1310 E. MILLBROOK RD.,RALEIGH,NC,27609,4092019797,1 - Restaurant,96.50,A,2802
4/29/2026,NCMA CAFE (WEST BUILDING),2110 BLUE RIDGE RD,RALEIGH,NC,27607,4092019055,1 - Restaurant,97,A,2703
4/29/2026,PLAYA BOWLS APEX,219 N SALEM ST,APEX,NC,27502,4092019813,1 - Restaurant,98.50,A,2800
4/29/2026,TACO BELL #1872,6404 GLENWOOD AVE,RALEIGH,NC,27612-2620,4092013574,1 - Restaurant,98,A,2703
4/28/2026,A2B,5015 WINSTON HILL DR,CARY,NC,27513,4092019981,1 - Restaurant,96.50,A,3079
4/28/2026,BOJANGLE'S #55,151 COLLINS CROSSING RD,HOLLY SPRINGS,NC,27540,4092019230,1 - Restaurant,99.50,A,2701
4/28/2026,BRIXX BEDFORD,1540 DUNN RD,RALEIGH,NC,27614,4092018502,1 - Restaurant,97,A,2698
4/28/2026,CAROLINA ALE HOUSE,400 CONSERVATION RD,GARNER,NC,27529,4092016990,1 - Restaurant,98,A,2647
4/28/2026,CHINA ONE,661 CARY TOWNE BLVD,CARY,NC,27511-4219,4092013541,1 - Restaurant,97,A,2895
4/28/2026,DUNKIN DONUTS #331785,7137 KNIGHTDALE BLVD,KNIGHTDALE,NC,27545,4092019253,1 - Restaurant,95.50,A,2691
4/28/2026,DUNKIN' DONUTS #348417,3817 WESTERN BLVD,RALEIGH,NC,27606,4092016891,1 - Restaurant,95.50,A,3060
4/28/2026,FIVE SPICE BBQ,1065 DARRINGTON DR,CARY,NC,27513,4092019183,1 - Restaurant,97,A,2945
4/28/2026,GOBI GRILL,4420 CAPITAL BLVD,RALEIGH,NC,27604,4092018107,1 - Restaurant,96,A,3006
4/28/2026,GOOD HARVEST,1104 LEDSOME LN SUITE 105,CARY,NC,27511,4092017135,1 - Restaurant,94,A,2895
4/28/2026,JOHNNY'S PIZZA #3,13654 CAPITAL BLVD SUITE 100,WAKE FOREST,NC,27587,4092017958,1 - Restaurant,96.50,A,2293
4/28/2026,JOSE AND SONS MEXICAN KITCHEN BAR,4112 PLEASANT VALLEY RD,RALEIGH,NC,27612-6256,4092011623,1 - Restaurant,98,A,2703
4/28/2026,JP'S BIRYANI,9825 CHAPEL HILL RD STE F,MORRISVILLE,NC,27560,4092019199,1 - Restaurant,94,A,2587
4/28/2026,MAC'S TAVERN,1014 RYAN RD,CARY,NC,27511,4092013971,1 - Restaurant,98,A,2895
4/28/2026,MAMACITA WAKE FOREST,13654 CAPITAL BLVD STE 108,WAKE FOREST,NC,27587,4092019632,1 - Restaurant,96,A,2293
4/28/2026,MCALISTERS DELI #100956,5505-104 CAPITAL BLVD,RALEIGH,NC,27616,4092017598,1 - Restaurant,93.50,A,2178
4/28/2026,SHEEBA RESTAURANT,3933 WESTERN BLVD,RALEIGH,NC,27606,4092019191,1 - Restaurant,89,B,3060
4/28/2026,SUBWAY #42679,10300 CHAPEL HILL RD,MORRISVILLE,NC,27560,4092015015,1 - Restaurant,99,A,2587
4/28/2026,TASTE OF CHINA,1321 5TH AVE,GARNER,NC,27529-3637,4092013281,1 - Restaurant,97,A,2091
4/28/2026,THE CREATIVE CUP,113 N ARENDELL AVE SUITE 101,ZEBULON,NC,27597,4092018859,1 - Restaurant,99.50,A,2691
4/28/2026,THE CRUNKLETON,403 W JOHNSON ST,RALEIGH,NC,27603,4092019663,1 - Restaurant,92,A,2995
4/28/2026,WINGSTOP #3102,2004 MARKET CENTER DR,MORRISVILLE,NC,27560,4092019755,1 - Restaurant,97.50,A,2587
4/27/2026,BEYU CAFFE T2,2400 JOHN BRANTLEY RD,MORRISVILLE,NC,27560,4092019196,1 - Restaurant,100,A,2944
4/27/2026,BUFFALO BROTHERS,3111 CAPITAL BLV,RALEIGH,NC,27604,4092014075,1 - Restaurant,94,A,3006
4/27/2026,BURGER FI,2001 WALNUT ST 101,CARY,NC,27518-9205,4092018132,1 - Restaurant,98,A,3060
4/27/2026,CAROLINA CRISPY FRY,1209 FARMERS MARKET DR,RALEIGH,NC,27603,4092018489,1 - Restaurant,98,A,2647
4/27/2026,CHICK-FIL-A APEX,1110 BEAVER CREEK COMMONS DR,APEX,NC,27502,4092019509,1 - Restaurant,99.50,A,3079
4/27/2026,CONNIPTION COCKTAILS & CUISINE,2400 JOHN BRANTLEY BLVD,MORRISVILLE,NC,27560,4092019810,1 - Restaurant,95.50,A,2944
4/27/2026,FIREHOUSE SUBS #1138,4111 ED DR,RALEIGH,NC,27612,4092019966,1 - Restaurant,96,A,2700
4/27/2026,FOOD LION #1338 DELI,620 LAURA DUNCAN RD,APEX,NC,27502,4092017018,1 - Restaurant,100,A,2800
4/27/2026,GEORGE'S PIZZERIA,238 S. WHITE ST,WAKE FOREST,NC,27587,4092018791,1 - Restaurant,97,A,2293
4/27/2026,HIBACHI BOWL,8109-129 FAYETTEVILLE RD,RALEIGH,NC,27603,4092016849,1 - Restaurant,97.50,A,2091
4/27/2026,LA CUCINA ITALIANA,2101 GRACE PARK DR,MORRISVILLE,NC,27560,4092019822,1 - Restaurant,95.50,A,2587
4/27/2026,NC SEAFOOD RESTAURANT,1217 FARMERS MARKET DR,RALEIGH,NC,27603,4092011428,1 - Restaurant,99,A,2647
4/27/2026,SIDE STREET RESTAURANT,225 N BLOODWORTH ST,RALEIGH,NC,27601-1105,4092010661,1 - Restaurant,96.50,A,1953
4/27/2026,SOUTHEASTERN FREEWILL BAPT.COLLEGE CAFETERIA,532 EAGLE ROCK RD,WENDELL,NC,27591-9072,4092010682,1 - Restaurant,98.50,A,2691
4/27/2026,STARBUCK'S #65867,7860 FAYETTEVILLE RD,RALEIGH,NC,27603,4092018900,1 - Restaurant,99.50,A,2091
4/27/2026,SUSHI AT THE PARK,1163 PARKSIDE MAIN ST,CARY,NC,27519,4092018007,1 - Restaurant,96.50,A,3092
4/27/2026,THE DOMINICAN RESTAURANT,"3601 CAPITAL BLVD, STE 107 STE 107",RALEIGH,NC,27604,4092018342,1 - Restaurant,92,A,3006
4/27/2026,THE GARDEN GRILL BAR,1500 RDU CENTER DR,MORRISVILLE,NC,27560-8278,4092018754,1 - Restaurant,97,A,2587
4/27/2026,THE SHINY DINER,1550 BUCK JONES RD,CARY,NC,27606,4092017865,1 - Restaurant,98.50,A,2895
4/27/2026,WENDY'S #1344,6611 GLENWOOD AVE,RALEIGH,NC,27612,4092018592,1 - Restaurant,95,A,2703
4/27/2026,YURI JAPANESE RESTAURANT,1361 KILDAIRE FARM RD,CARY,NC,27511,4092019456,1 - Restaurant,97.50,A,2895
4/24/2026,13 TACOS TAPS,10511-119 SHADOWLAWN DR,RALEIGH,NC,27614,4092018012,1 - Restaurant,99,A,2698
4/24/2026,ALPACA PERUVIAN CHARCOAL CHICKEN,9575 CHAPEL HILL RD,MORRISVILLE,NC,27560,4092016686,1 - Restaurant,97.50,A,2587
4/24/2026,CANASTAS CHICKEN,911 GATEWAY COMMONS CIR,WAKE FOREST,NC,27587,4092019904,1 - Restaurant,95,A,2293
4/24/2026,CHIPOTLE #5858,3905 CAPITAL BLVD,RALEIGH,NC,27604,4092019969,1 - Restaurant,96.50,A,3006
4/24/2026,FIREHOUSE SUBS,11704 RETAIL DR,WAKE FOREST,NC,27587,4092019624,1 - Restaurant,95,A,2293
4/24/2026,GRINGO A GOGO,100 NW PERSON ST,RALEIGH,NC,27601,4092018405,1 - Restaurant,99,A,1953
4/24/2026,HYATT HOUSE H BAR,160 PARK AT NORTH HILLS ST,RALEIGH,NC,27609,4092016930,1 - Restaurant,99,A,2802
4/24/2026,MAYAMI,3501 CAPITAL BLVD 132,RALEIGH,NC,27604-3370,4092018925,1 - Restaurant,93,A,3006
4/24/2026,SUSHI THAI RESTAURANT,2434 WYCLIFF RD,RALEIGH,NC,27607-2903,4092013229,1 - Restaurant,93.50,A,2703
4/24/2026,TACOS ESTILO HIDALGO,748 E CHATHAM ST STE B,CARY,NC,27511,4092017241,1 - Restaurant,95.50,A,2945
4/24/2026,WHATABURGER #1628,501 E SIX FORKS RD,RALEIGH,NC,27609,4092019961,1 - Restaurant,98.50,A,3006
4/23/2026,CHINA STAR,6109-110 ROCK QUARRY RD,RALEIGH,NC,27610,4092017575,1 - Restaurant,99,A,1953
4/23/2026,CIRCLE K #6329,2400 SPRING FOREST RD,RALEIGH,NC,27609,4092014361,1 - Restaurant,96.50,A,2178
4/23/2026,COOK OUT #305,4001 JONES SAUSAGE RD,GARNER,NC,27529,4092018890,1 - Restaurant,97,A,2647
4/23/2026,ESMERALDA GRILL,748 E CHATHAM ST SUITE J,CARY,NC,27511,4092017301,1 - Restaurant,97,A,2945
4/23/2026,GIORGIO PIZZA BAR,141 PARK AT NORTH HILLS ST SUITE 112,RALEIGH,NC,27609,4092019006,1 - Restaurant,96.50,A,2802
4/23/2026,GOLDEN KRUST - BRIER CREEK,8741 BRIER CREEK PKWY SUITE:100,RALEIGH,NC,27617,4092019579,1 - Restaurant,99.50,A,2944
4/23/2026,HILTON GARDEN INN RESTAURANT,6412 CAPITAL BLVD,RALEIGH,NC,27616,4092015308,1 - Restaurant,97,A,2178
4/23/2026,HONG KONG,3490 KILDAIRE FARM RD STE 190,CARY,NC,27518,4092019357,1 - Restaurant,99,A,1708
4/23/2026,KRAFTY'S PIZZA PUB,1177 TIMBER DR E,GARNER,NC,27529,4092017016,1 - Restaurant,98,A,2091
4/23/2026,MCDONALD'S # 13334,6213 FALLS OF NEUSE RD,RALEIGH,NC,27609-3505,4092011394,1 - Restaurant,97,A,2698
4/23/2026,MOE'S SOUTHWEST GRILL,9660 FALLS OF NEUSE RD SUITE 145,RALEIGH,NC,27615,4092017792,1 - Restaurant,95.50,A,2698
4/23/2026,SAMOONI ITALIAN RESTAURANT,7144 KNIGHTDALE BLVD,KNIGHTDALE,NC,27545,4092019200,1 - Restaurant,97,A,2698
4/23/2026,SOUTHERN CRAFT SANDWICHES,8460-116 HONEYCUTT RD,RALEIGH,NC,27615,4092017578,1 - Restaurant,98.50,A,2698
4/23/2026,SPICE RALEIGH,"1731 TRAWICK RD, STE 106",RALEIGH,NC,27604,4092019948,1 - Restaurant,97.50,A,2790
4/23/2026,SULLIVANS STEAK HOUSE,410 GLENWOOD AVE STE 100,RALEIGH,NC,27603-1365,4092018066,1 - Restaurant,92,A,2995
4/23/2026,TERIYAKI MADNESS,12610 CAPITAL BLVD,WAKE FOREST,NC,27587,4092019757,1 - Restaurant,98,A,2293
4/23/2026,VAISHNO BHOG,810 E CHATHAM ST,CARY,NC,27560,4092017901,1 - Restaurant,97,A,2945
4/23/2026,WANG'S KITCHEN,6300-114 CREEDMOOR RD,RALEIGH,NC,27612,4092015016,1 - Restaurant,94.50,A,2918
4/22/2026,7-ELEVEN #42196H,7707 FAYETTEVILLE RD,RALEIGH,NC,27603,4092019429,1 - Restaurant,97.50,A,2091
4/22/2026,CHIPOTLE MEXICAN GRILL - GARNER,4203 FAYETTEVILLE RD,RALEIGH,NC,27603,4092018379,1 - Restaurant,98.50,A,2091
4/22/2026,RICK'S CABARET,3210 YONKERS RD,RALEIGH,NC,27604,4092019721,1 - Restaurant,97,A,2790
4/22/2026,STARBUCKS COFFEE #8545,125 WESTON PKY,CARY,NC,27513,4092013835,1 - Restaurant,99.50,A,2587
4/21/2026,AMERICA'S BEST WINGS,3901 CAPITAL BLVD SUITE 117,RALEIGH,NC,27604-3487,4092018708,1 - Restaurant,94,A,3006
4/21/2026,BELLA MONICA,3121-103 EDWARDS MILL RD,RALEIGH,NC,27612-5369,4092013193,1 - Restaurant,100,A,2703
4/21/2026,CHINA CHEF,930 US 64 HWY W,APEX,NC,27523,4092012113,1 - Restaurant,99,A,2800
4/21/2026,CITY BARBEQUE,1305 KILDAIRE FARM RD,RALEIGH,NC,27511,4092016657,1 - Restaurant,97,A,2895
4/21/2026,COOK OUT,11690 NORTHPARK DR,WAKE FOREST,NC,27587,4092019604,1 - Restaurant,99.50,A,2293
4/21/2026,JM APEX #3028,922 US 64 HWY W,APEX,NC,27502,4092018722,1 - Restaurant,99.50,A,2800
4/21/2026,LUNA AZUL TACOS Y MARISCOS,2645 E MILLBROOK ROAD,RALEIGH,NC,27616,4092019501,1 - Restaurant,90,A,3006
4/21/2026,MAY BAKERY & CAFE,6320 CAPITAL BLVD SUITE 101,RALEIGH,NC,27616,4092019675,1 - Restaurant,93,A,2178
4/21/2026,PANDA EXPRESS #1352,1000 BEAVER CREEK COMMONS DR,APEX,NC,27502,4092014842,1 - Restaurant,98,A,3079
4/21/2026,PLAYERS RETREAT,105 OBERLIN RD,RALEIGH,NC,27605-1648,4092010585,1 - Restaurant,95,A,2556
4/21/2026,RALLYPOINT SPORT GRILL,837 BASS PRO LN,CARY,NC,27513,4092019285,1 - Restaurant,94,A,2587
4/21/2026,SONESTA ES SUITES RALEIGH CARY FOODSERVICE,2900 REGENCY PKY,CARY,NC,27518,4092019878,1 - Restaurant,99.50,A,1708
4/21/2026,SOUL FLAVORSCAPE OF INDIA,301 GLENWOOD AVENUE SUITE 190,RALEIGH,NC,27603,4092019627,1 - Restaurant,98,A,2995
4/21/2026,TENKO JAPAN,4040 ED DR #121,RALEIGH,NC,27612,4092015793,1 - Restaurant,98,A,2703
4/21/2026,V PIZZA,1389 KILDAIRE FARM RD,CARY,NC,27511,4092018290,1 - Restaurant,97,A,2895
4/21/2026,WENDY'S,1000 AERIAL CENTER PKY,MORRISVILLE,NC,27513,4092018584,1 - Restaurant,97,A,3092
4/21/2026,WILDWOOD GREEN SNACK BAR,3000 BALLYBUNION WAY,RALEIGH,NC,27612,4092010815,1 - Restaurant,98.50,A,2918
4/20/2026,ALPACA PERUVIAN CHARCOAL CHICKEN,4614 CAPITAL BLVD,RALEIGH,NC,27604,4092016835,1 - Restaurant,94.50,A,2178
4/20/2026,BARNES AND NOBLE CAFE,4325 GLENWOOD AVE,RALEIGH,NC,27612-4532,4092011497,1 - Restaurant,97,A,2703
4/20/2026,BEOW'S COFFEE & CAFE,8111 CREEDMOOR RD STE 153,RALEIGH,NC,27613,4092019960,1 - Restaurant,95,A,2482
4/20/2026,CLYDE COOPER'S BARBEQUE,1326 E. MILLBROOK RD,RALEIGH,NC,27609,4092019937,1 - Restaurant,93,A,2700
4/20/2026,DALY CAFE AND PUB AT HOLIDAY INN,930 AIRPORT BLVD,MORRISVILLE,NC,27560,4092014980,1 - Restaurant,96.50,A,3092
4/20/2026,FRESKO GREEK KITCHEN,8107 CREEDMOOR RD SUITE 110,RALEIGH,NC,27613-4487,4092019007,1 - Restaurant,98.50,A,2918
4/20/2026,HARAZ COFFEE,1750 OLIVE CHAPEL RD,APEX,NC,27502,4092019711,1 - Restaurant,96.50,A,3079
4/20/2026,HARRIS TEETER #283 STARBUCKS,8101 FAYETTEVILLE RD,FUQUAY-VARINA,NC,27526,4092017477,1 - Restaurant,98.50,A,2091
4/20/2026,HIBACHI SUSHI,3217 AVENT FERRY RD,RALEIGH,NC,27606,4092016948,1 - Restaurant,95.50,A,3060
4/20/2026,JERSEY MIKE'S SUBS #3254,2839 WENDELL BLVD SUITE STE 110,WENDELL,NC,27591,4092019973,1 - Restaurant,98,A,2647
4/20/2026,JIMMY JOHN'S #895,8204 TRYON WOODS DR STE 118,CARY,NC,27518,4092019431,1 - Restaurant,99.50,A,1708
4/20/2026,JOHN DEERE CAFE,2000 EVANS RD,CARY,NC,27513-2008,4092013423,1 - Restaurant,96.50,A,2587
4/20/2026,LOS TRES MAGUEYES,110 SW MAYNARD RD,CARY,NC,27511-4402,4092010989,1 - Restaurant,97,A,2895
4/20/2026,LOS TRES MAGUEYES,10120 GREEN LEVEL CHURCH RD,CARY,NC,27519,4092016135,1 - Restaurant,97,A,3092
4/20/2026,MCDONALD'S #3923,830 E WILLIAMS ST,APEX,NC,27502,4092018631,1 - Restaurant,94.50,A,2800
4/20/2026,NEOMONDE BAKERY DELI,10235 CHAPEL HILL RD #300,MORRISVILLE,NC,27560-6610,4092013600,1 - Restaurant,97.50,A,2587
4/20/2026,NOODLES COMPANY #866,1055 BEAVER CREEK COMMONS DR,APEX,NC,27502,4092017052,1 - Restaurant,98,A,3079
4/20/2026,PIADA ITALIAN STREET FOOD,529 DR. CALVIN JONES HWY STE 110,WAKE FOREST,NC,27587,4092019500,1 - Restaurant,95.50,A,2293
4/20/2026,PRESS COCKTAILS CREPES,400 HILLSBOROUGH ST,RALEIGH,NC,27603,4092019407,1 - Restaurant,93.50,A,2995
4/20/2026,SAM'S CLUB #8223 CAFE,2537 S SAUNDERS ST,RALEIGH,NC,27603,4092014115,1 - Restaurant,98.50,A,2691
4/20/2026,STARBUCKS MACGREGOR VILLAGE,101 EDINBURGH SOUTH DR,CARY,NC,27511,4092018847,1 - Restaurant,100,A,2800
4/20/2026,THE LEMON TREE CAFE,415 BROOKS STREET SUITE C,WAKE FOREST,NC,27587,4092019192,1 - Restaurant,95.50,A,2293
4/20/2026,TROPICAL SMOOTHIE NC94,2210 HINTON OAKS BLVD,KNIGHTDALE,NC,27545,4092019166,1 - Restaurant,98,A,2790
4/20/2026,WENDY'S,7460 LOUISBURG RD,RALEIGH,NC,27616,4092018588,1 - Restaurant,97.50,A,2178
4/17/2026,ARBY'S #6151,6305 CAPITAL BLVD,RALEIGH,NC,27604,4092019685,1 - Restaurant,96,A,2178
4/17/2026,CAFE 3000 AT WAKE MED,3000 NEW BERN AVE,RALEIGH,NC,27610,4092013748,1 - Restaurant,98.50,A,1953
4/17/2026,CONFERENCE DINING SERVICES FACILITY,3000 NEW BERN AVE,RALEIGH,NC,27610,4092011376,1 - Restaurant,100,A,1953
4/17/2026,FOOD LION #2196 DELI,3609 DAVIS DR,MORRISVILLE,NC,27560,4092017048,1 - Restaurant,97.50,A,2587
4/17/2026,FOUNDATION SENIOR LIVING FOOD SERVICE,1437 AVERSBORO RD,GARNER,NC,27529,4092018715,1 - Restaurant,98.50,A,2091
4/17/2026,MCDONALDS #27548,3494 KILDAIRE FARM RD,CARY,NC,27518,4092017943,1 - Restaurant,100,A,1708
4/17/2026,NEW CHINA KING RESTAURANT,1811 NEW HOPE CHURCH RD,RALEIGH,NC,27609-6288,4092015460,1 - Restaurant,94,A,2819
4/17/2026,SHINMAI KUMO,1010 TRYON VILLAGE DR STE 705,CARY,NC,27518,4092019771,1 - Restaurant,99,A,1708
4/17/2026,SNOOPY'S HOT DOGS AND MORE,2431-161 SPRING FOREST RD,RALEIGH,NC,27615,4092015378,1 - Restaurant,96.50,A,2178
4/17/2026,THE CHA HOUSE,3604 ROGERS BRANCH STE 101,WAKE FOREST,NC,27587,4092019381,1 - Restaurant,95.50,A,2917
4/17/2026,WINGSTOP # 527,1721-112 NEW HOPE CHURCH RD,RALEIGH,NC,27609,4092015713,1 - Restaurant,98,A,2802
4/16/2026,BOTECO DO BRAZIL,4214 NW CARY PKY,CARY,NC,27513,4092019251,1 - Restaurant,97.50,A,2945
4/16/2026,INCHIN'S BAMBOO GARDEN,3532 DAVIS DR,MORRISVILLE,NC,27560,4092014651,1 - Restaurant,93,A,2587
4/16/2026,INKA GRILL,16 W MARTIN STREET,RALEIGH,NC,27601,4092019732,1 - Restaurant,84,B,2556
4/16/2026,JALWA INDIAN RESTAURANT,6112 FALLS OF NEUSE RD,RALEIGH,NC,27609,4092019603,1 - Restaurant,96,A,2802
4/16/2026,LEVITY RALEIGH,1224 PARKSIDE MAIN ST,CARY,NC,27519,4092018010,1 - Restaurant,96.50,A,3092
4/16/2026,LOWES FOODS #184 (DELI),5400 APEX PEAKWAY,APEX,NC,27502,4092013502,1 - Restaurant,98.50,A,2800
4/16/2026,OUTBACK STEAKHOUSE #3459,5200 CAPITAL BLVD,RALEIGH,NC,27616,4092018455,1 - Restaurant,94,A,2178
4/16/2026,POKE LOONG,6106 FALLS OF NEUSE RD,RALEIGH,NC,27609,4092019628,1 - Restaurant,97,A,2802
4/16/2026,STARBUCKS #75937,500 FAYETTEVILLE ST,RALEIGH,NC,27601,4092016473,1 - Restaurant,97,A,2556
4/16/2026,TACO BELL #32554,6300 BATTLE BRIDGE RD,RALEIGH,NC,27610,4092018741,1 - Restaurant,100,A,1953
4/16/2026,WHATABURGER #598,489 DR CALVIN JONES HWY,WAKE FOREST,NC,27587,4092019959,1 - Restaurant,98,A,2293
4/15/2026,AMGEN CAFETERIA - FRIENDSHIP FOOD HALL,4130 FRIENDSHIP RD,APEX,NC,27539,4092019508,1 - Restaurant,99.50,A,2701
4/15/2026,BREWERY BHAVANA,218 S BLOUNT ST,RALEIGH,NC,27601,4092017545,1 - Restaurant,95.50,A,2556
4/15/2026,BRONCO TACOS,3434 EDWARDS MILL RD SUITE 114,RALEIGH,NC,27612-4276,4092018844,1 - Restaurant,98.50,A,2703
4/15/2026,CARRABBA'S ITALIAN GRILL #8412,1201 HADDON HALL DR,APEX,NC,27502,4092014346,1 - Restaurant,94.50,A,3079
4/15/2026,CHARMINAR BIRYANI & CHAT,6105 GRACE PARK DR,MORRISVILLE,NC,27560,4092019787,1 - Restaurant,93,A,2587
4/15/2026,FIRST WATCH #6050,6109 GLENWOOD AVE,RALEIGH,NC,27612,4092019368,1 - Restaurant,97,A,2703
4/15/2026,HIBACHI 88,675 MILLS PARK DR,CARY,NC,27519,4092018736,1 - Restaurant,99,A,3079
4/15/2026,HOOTERS,4206 OLD WAKE FOREST RD,RALEIGH,NC,27609,4092019879,1 - Restaurant,92,A,2700
4/15/2026,LOTUS NOODLES HOUSE,8450 HONEYCUTT RD SUITE 112,RALEIGH,NC,27615,4092019556,1 - Restaurant,95.50,A,2698
4/15/2026,PIZZA HUT #42430,1805 AVERSBORO RD,GARNER,NC,27529,4092019617,1 - Restaurant,96,A,2091
4/15/2026,SHEETZ #664,6030 VILLAGE PARK DR,KNIGHTDALE,NC,27545,4092018048,1 - Restaurant,100,A,2790
